abstained_unmatched,classifier,column,correct,dataset,declared,false_links,fit_and_eval_seconds,lambda,missing_matches,n_fit_pairs,n_train_negative_pairs,n_train_pairs,n_train_positive_pairs,n_true_records,n_unmatched_records,n_validation_pairs,negative_to_positive_ratio,protocol_source,psi,seed,seed_role,side,sklearn_version,threshold,threshold_grid_extreme,threshold_grid_high,threshold_grid_low,validation_f1,warnings,xgboost_version
71,XGB,k=50,1164,DBLP,1195,31,0.9020352363586426,0.02594142259414226,42,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.034454470877768664,47,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.8947368421052632,[],3.3.0
69,XGB,k=50,1160,DBLP,1203,43,0.902287483215332,0.03574397339983375,36,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.029801324503311258,48,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.9034907597535934,[],3.3.0
74,XGB,k=50,1183,DBLP,1213,30,0.9311928749084473,0.0247320692497939,21,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.01725554642563681,49,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8822269807280514,[],3.3.0
83,XGB,k=50,1157,DBLP,1187,30,0.9157156944274902,0.02527379949452401,38,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03148301574150787,50,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.9055793991416309,[],3.3.0
78,XGB,k=50,1156,DBLP,1202,46,0.9152038097381592,0.03826955074875208,28,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023411371237458192,51,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.8781512605042017,[],3.3.0
76,MLP,k=50,1168,DBLP,1198,30,6.351679801940918,0.025041736227045076,34,46772,57267,58465,1198,1210,98,11693,47.80217028380634,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02809917355371901,42,primary,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8695652173913043,[],3.3.0
83,MLP,k=50,1170,DBLP,1207,37,7.466042518615723,0.030654515327257662,18,47306,57921,59133,1212,1196,112,11827,47.789603960396036,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.015050167224080268,43,primary,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.8722109533468559,[],3.3.0
76,MLP,k=50,1161,DBLP,1188,27,7.084681749343872,0.022727272727272728,44,46588,57042,58235,1193,1215,93,11647,47.81391450125734,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03621399176954732,44,primary,bi-encoder,1.9.0,0.7000000000000002,False,False,False,0.8705357142857143,[],3.3.0
81,MLP,k=50,1176,DBLP,1198,22,5.618773937225342,0.018363939899833055,29,46744,57234,58431,1197,1211,97,11687,47.81453634085213,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.023947151114781174,45,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8739495798319328,[],3.3.0
104,MLP,k=50,1123,DBLP,1142,19,7.8452839851379395,0.016637478108581436,62,47500,58159,59376,1217,1191,117,11876,47.78882497945768,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.052057094878253565,46,diagnostic,bi-encoder,1.9.0,0.6500000000000001,False,False,False,0.8703296703296703,[],3.3.0
78,MLP,k=50,1129,DBLP,1151,22,3.7996749877929688,0.019113814074717638,79,46392,56801,57990,1189,1219,89,11598,47.772077375946175,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.06480721903199343,47,diagnostic,bi-encoder,1.9.0,0.7000000000000002,False,False,False,0.8741721854304636,[],3.3.0
86,MLP,k=50,1135,DBLP,1161,26,6.608299255371094,0.02239448751076658,61,46812,57316,58516,1200,1208,100,11704,47.763333333333335,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.050496688741721855,48,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.869198312236287,[],3.3.0
78,MLP,k=50,1174,DBLP,1198,24,6.582004547119141,0.02003338898163606,32,46536,56979,58170,1191,1217,91,11634,47.841309823677584,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02629416598192276,49,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.8879310344827587,[],3.3.0
78,MLP,k=50,1163,DBLP,1195,32,8.107541561126709,0.026778242677824266,35,46890,57412,58613,1201,1207,101,11723,47.80349708576186,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02899751449875725,50,diagnostic,bi-encoder,1.9.0,0.5500000000000002,False,False,False,0.8949579831932774,[],3.3.0
89,MLP,k=50,1122,DBLP,1155,33,7.252641201019287,0.02857142857142857,64,47313,57930,59142,1212,1196,112,11829,47.7970297029703,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05351170568561873,51,diagnostic,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.8597285067873304,[],3.3.0
0,LR,forced-1:1,384,ECOM,536,152,0.08029699325561523,0.2835820895522388,5,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.009242144177449169,42,primary,string,1.9.0,0.40000000000000013,False,False,False,0.6710097719869706,[],3.3.0
0,LR,forced-1:1,381,ECOM,537,156,0.08115649223327637,0.2905027932960894,4,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0073937153419593345,43,primary,string,1.9.0,0.3500000000000001,False,False,False,0.6708860759493671,[],3.3.0
0,LR,forced-1:1,374,ECOM,541,167,0.0808720588684082,0.30868761552680224,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,44,primary,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,LR,forced-1:1,396,ECOM,541,145,0.08257341384887695,0.2680221811460259,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,45,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,LR,forced-1:1,356,ECOM,541,185,0.08014941215515137,0.3419593345656192,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,46,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,LR,forced-1:1,354,ECOM,517,163,0.08203768730163574,0.3152804642166344,24,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.04436229205175601,47,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.6689655172413793,[],3.3.0
0,LR,forced-1:1,372,ECOM,540,168,0.08117175102233887,0.3111111111111111,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,48,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.6708074534161491,[],3.3.0
0,LR,forced-1:1,388,ECOM,540,152,0.07964348793029785,0.2814814814814815,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,49,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.6687306501547987,[],3.3.0
0,LR,forced-1:1,394,ECOM,540,146,0.08024907112121582,0.27037037037037037,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,50,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.6687306501547987,[],3.3.0
0,LR,forced-1:1,387,ECOM,540,153,0.07941055297851562,0.2833333333333333,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,51,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.6750788643533123,[],3.3.0
0,SVM,forced-1:1,383,ECOM,541,158,0.17532801628112793,0.2920517560073937,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,42,primary,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,378,ECOM,541,163,0.1708667278289795,0.30129390018484287,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,43,primary,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,373,ECOM,541,168,0.17441797256469727,0.31053604436229204,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,44,primary,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,386,ECOM,541,155,0.17637872695922852,0.28650646950092423,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,45,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,354,ECOM,541,187,0.17128777503967285,0.3456561922365989,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,46,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,360,ECOM,541,181,0.1733837127685547,0.3345656192236599,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,47,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,368,ECOM,541,173,0.17389869689941406,0.3197781885397412,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,48,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,372,ECOM,541,169,0.1719801425933838,0.3123844731977819,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,49,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,402,ECOM,541,139,0.17441725730895996,0.25693160813308685,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,50,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,371,ECOM,541,170,0.17377376556396484,0.3142329020332717,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,51,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,XGB,forced-1:1,356,ECOM,529,173,0.301837682723999,0.3270321361058601,12,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022181146025878003,42,primary,string,1.9.0,0.25000000000000006,False,False,False,0.6842105263157895,[],3.3.0
0,XGB,forced-1:1,358,ECOM,532,174,0.30285048484802246,0.32706766917293234,9,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0166358595194085,43,primary,string,1.9.0,0.15000000000000002,False,False,False,0.662379421221865,[],3.3.0
0,XGB,forced-1:1,347,ECOM,537,190,0.3066678047180176,0.3538175046554935,4,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0073937153419593345,44,primary,string,1.9.0,0.15000000000000002,False,False,False,0.6730769230769231,[],3.3.0
0,XGB,forced-1:1,369,ECOM,537,168,0.3059554100036621,0.3128491620111732,4,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0073937153419593345,45,diagnostic,string,1.9.0,0.15000000000000002,False,False,False,0.6688311688311688,[],3.3.0
0,XGB,forced-1:1,366,ECOM,538,172,0.3042008876800537,0.31970260223048325,3,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.005545286506469501,46,diagnostic,string,1.9.0,0.15000000000000002,False,False,False,0.6688102893890675,[],3.3.0
0,XGB,forced-1:1,359,ECOM,534,175,0.31087183952331543,0.32771535580524347,7,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.012939001848428836,47,diagnostic,string,1.9.0,0.15000000000000002,False,False,False,0.6687898089171974,[],3.3.0
0,XGB,forced-1:1,323,ECOM,525,202,0.30614709854125977,0.38476190476190475,16,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.029574861367837338,48,diagnostic,string,1.9.0,0.25000000000000006,False,False,False,0.6779661016949152,[],3.3.0
0,XGB,forced-1:1,354,ECOM,540,186,0.363908052444458,0.34444444444444444,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,49,diagnostic,string,1.9.0,0.1,True,False,True,0.6708074534161491,[],3.3.0
0,XGB,forced-1:1,365,ECOM,541,176,0.36290407180786133,0.32532347504621073,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,50,diagnostic,string,1.9.0,0.1,True,False,True,0.6750788643533123,[],3.3.0
0,XGB,forced-1:1,354,ECOM,541,187,0.3621375560760498,0.3456561922365989,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,51,diagnostic,string,1.9.0,0.1,True,False,True,0.6603174603174603,[],3.3.0
0,MLP,forced-1:1,392,ECOM,541,149,0.2863187789916992,0.2754158964879852,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,42,primary,string,1.9.0,0.30000000000000004,False,False,False,0.66875,[],3.3.0
0,MLP,forced-1:1,386,ECOM,541,155,0.34488677978515625,0.28650646950092423,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,43,primary,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,MLP,forced-1:1,376,ECOM,540,164,0.3601653575897217,0.3037037037037037,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,44,primary,string,1.9.0,0.30000000000000004,False,False,False,0.668769716088328,[],3.3.0
0,MLP,forced-1:1,400,ECOM,541,141,0.27222323417663574,0.26062846580406657,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,45,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,MLP,forced-1:1,375,ECOM,541,166,0.3527252674102783,0.3068391866913124,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,46,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,MLP,forced-1:1,369,ECOM,540,171,0.25174593925476074,0.31666666666666665,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,47,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.6728971962616822,[],3.3.0
0,MLP,forced-1:1,375,ECOM,541,166,0.2092592716217041,0.3068391866913124,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,48,diagnostic,string,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,MLP,forced-1:1,382,ECOM,536,154,0.30887460708618164,0.2873134328358209,5,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.009242144177449169,49,diagnostic,string,1.9.0,0.3500000000000001,False,False,False,0.673202614379085,[],3.3.0
0,MLP,forced-1:1,373,ECOM,510,137,0.2468419075012207,0.26862745098039215,31,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05730129390018484,50,diagnostic,string,1.9.0,0.40000000000000013,False,False,False,0.6736111111111112,[],3.3.0
0,MLP,forced-1:1,390,ECOM,540,150,0.30176758766174316,0.2777777777777778,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,51,diagnostic,string,1.9.0,0.30000000000000004,False,False,False,0.6687306501547987,[],3.3.0
0,LR,forced-1:1,385,ECOM,539,154,0.07971620559692383,0.2857142857142857,2,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0036968576709796672,42,primary,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.6774193548387096,[],3.3.0
0,LR,forced-1:1,380,ECOM,522,142,0.07900595664978027,0.2720306513409962,19,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03512014787430684,43,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.6962457337883959,[],3.3.0
0,LR,forced-1:1,367,ECOM,521,154,0.0784444808959961,0.29558541266794625,20,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.036968576709796676,44,primary,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.6738351254480287,[],3.3.0
0,LR,forced-1:1,397,ECOM,522,125,0.08010649681091309,0.23946360153256704,19,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.03512014787430684,45,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.6688524590163935,[],3.3.0
0,LR,forced-1:1,383,ECOM,534,151,0.07858753204345703,0.28277153558052437,7,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.012939001848428836,46,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.6877192982456141,[],3.3.0
0,LR,forced-1:1,377,ECOM,536,159,0.07967543601989746,0.2966417910447761,5,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.009242144177449169,47,diagnostic,bi-encoder,1.9.0,0.30000000000000004,False,False,False,0.668769716088328,[],3.3.0
0,LR,forced-1:1,395,ECOM,541,146,0.07945370674133301,0.2698706099815157,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,48,diagnostic,bi-encoder,1.9.0,0.1,True,False,True,0.6666666666666666,[],3.3.0
0,LR,forced-1:1,283,ECOM,390,107,0.07783007621765137,0.2743589743589744,151,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.27911275415896486,49,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.6753246753246753,[],3.3.0
0,LR,forced-1:1,388,ECOM,529,141,0.07760071754455566,0.2665406427221172,12,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022181146025878003,50,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.673469387755102,[],3.3.0
0,LR,forced-1:1,383,ECOM,537,154,0.07879829406738281,0.28677839851024206,4,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0073937153419593345,51,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.6754098360655738,[],3.3.0
0,SVM,forced-1:1,330,ECOM,442,112,0.17258667945861816,0.25339366515837103,99,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.18299445471349354,42,primary,bi-encoder,1.9.0,0.45000000000000007,False,False,False,0.6864406779661016,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,358,ECOM,499,141,0.16820168495178223,0.28256513026052105,42,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.07763401109057301,43,primary,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.678082191780822,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,364,ECOM,510,146,0.16927790641784668,0.28627450980392155,31,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.05730129390018484,44,primary,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.6739130434782609,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,404,ECOM,541,137,0.1730666160583496,0.2532347504621072,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,45,diagnostic,bi-encoder,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,336,ECOM,476,140,0.16830062866210938,0.29411764705882354,65,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.12014787430683918,46,diagnostic,bi-encoder,1.9.0,0.40000000000000013,False,False,False,0.6795366795366795,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,373,ECOM,541,168,0.1682591438293457,0.31053604436229204,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,47,diagnostic,bi-encoder,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,375,ECOM,541,166,0.1692650318145752,0.3068391866913124,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,48,diagnostic,bi-encoder,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,266,ECOM,357,91,0.16553950309753418,0.2549019607843137,184,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.34011090573012936,49,diagnostic,bi-encoder,1.9.0,0.5000000000000001,False,False,False,0.6728971962616822,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,397,ECOM,530,133,0.1704869270324707,0.2509433962264151,11,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.02033271719038817,50,diagnostic,bi-encoder,1.9.0,0.3500000000000001,False,False,False,0.6821192052980133,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,SVM,forced-1:1,388,ECOM,541,153,0.17232728004455566,0.2828096118299446,0,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0,51,diagnostic,bi-encoder,1.9.0,0.1,True,False,True,0.6666666666666666,"['FutureWarning: The `probability` parameter was deprecated in 1.9 and will be removed in version 1.11. Use `CalibratedClassifierCV(SVC(), ensemble=False)` instead of `SVC(probability=True)`']",3.3.0
0,XGB,forced-1:1,344,ECOM,540,196,0.3068668842315674,0.362962962962963,1,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0018484288354898336,42,primary,bi-encoder,1.9.0,0.1,True,False,True,0.660436137071651,[],3.3.0
0,XGB,forced-1:1,339,ECOM,529,190,0.30626940727233887,0.3591682419659735,12,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.022181146025878003,43,primary,bi-encoder,1.9.0,0.20000000000000004,False,False,False,0.6710526315789473,[],3.3.0
0,XGB,forced-1:1,350,ECOM,538,188,0.30237770080566406,0.34944237918215615,3,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.005545286506469501,44,primary,bi-encoder,1.9.0,0.15000000000000002,False,False,False,0.6709677419354839,[],3.3.0
0,XGB,forced-1:1,348,ECOM,536,188,0.3066704273223877,0.35074626865671643,5,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.009242144177449169,45,diagnostic,bi-encoder,1.9.0,0.25000000000000006,False,False,False,0.6710963455149501,[],3.3.0
0,XGB,forced-1:1,326,ECOM,539,213,0.3091411590576172,0.39517625231910947,2,864,540,1080,540,541,0,216,1.0,/home/ahmeda/er_paper/scripts/analysis16_clean_2x2.py,0.0036968576709796672,46,diagnostic,bi-encoder,1.9.0,0.15000000000000002,False,False,False,0.6864686468646864,[],3.3.0
